gridID,mng_name,trt,climate,t1_mean,t1_se,t3_mean,t3_se,n
923205,SL2,Natural Forest,RCP8.5 HadGEM2,7.164,0,5.383,0.6486835900498794,5
923286,CL,Natural Forest,Current,3.21,0,2.0068,0.09654967633296338,5
923286,CL,Natural Forest,RCP2.6 MIROC5,3.21,0,1.596,0.07692983816439497,5
923286,CL,Natural Forest,RCP8.5 CSIRO,3.21,0,5.0218,0.08495610631379001,5
923286,CL,Natural Forest,RCP8.5 GFDL,3.21,0,15.3262,0.41343662150322374,5
923286,CL,Natural Forest,RCP8.5 HadGEM2,3.21,0,11.7834,0.24967490863120395,5
923286,SL1,Natural Forest,Current,3.21,0,1.6898,0.10985554150792755,5
923286,SL1,Natural Forest,RCP2.6 MIROC5,3.21,0,1.6368,0.06551671542438617,5
923286,SL1,Natural Forest,RCP8.5 CSIRO,3.21,0,3.851,0.24990498194313776,5
923286,SL1,Natural Forest,RCP8.5 GFDL,3.21,0,15.429599999999999,0.6110002127659204,5
923286,SL1,Natural Forest,RCP8.5 HadGEM2,3.21,0,6.8922,0.7183502905964472,5
923286,SL2,Natural Forest,Current,3.21,0,1.983,0.10429141863068121,5
923286,SL2,Natural Forest,RCP2.6 MIROC5,3.21,0,1.6112,0.11245327918740297,5
923286,SL2,Natural Forest,RCP8.5 CSIRO,3.21,0,3.9226,0.23132241568857953,5
923286,SL2,Natural Forest,RCP8.5 GFDL,3.21,0,15.955400000000001,0.5744251561343741,5
923286,SL2,Natural Forest,RCP8.5 HadGEM2,3.21,0,9.4444,0.8953303077635647,5
930540,CL,Natural Forest,Current,4.299,0,1.7406,0.07106869915792748,5
930540,CL,Natural Forest,RCP2.6 MIROC5,4.299,0,1.4954,0.07937480708637974,5
930540,CL,Natural Forest,RCP8.5 CSIRO,4.299,0,3.4042,0.35223563136059927,5
930540,CL,Natural Forest,RCP8.5 GFDL,4.299,0,14.9552,0.39284378574695566,5
930540,CL,Natural Forest,RCP8.5 HadGEM2,4.299,0,9.8086,0.4902435721149233,5
930540,SL1,Natural Forest,Current,4.299,0,1.5588,0.14033545524919921,5
930540,SL1,Natural Forest,RCP2.6 MIROC5,4.299,0,1.139,0.16361356911943456,5
930540,SL1,Natural Forest,RCP8.5 CSIRO,4.299,0,3.6418,0.09208170285132654,5
930540,SL1,Natural Forest,RCP8.5 GFDL,4.299,0,13.8638,0.48758869962295054,5
930540,SL1,Natural Forest,RCP8.5 HadGEM2,4.299,0,6.4148,0.44028006995547725,5
930540,SL2,Natural Forest,Current,4.299,0,1.6532,0.22386143035369,5
930540,SL2,Natural Forest,RCP2.6 MIROC5,4.299,0,1.6723999999999999,0.0777165362069103,5
930540,SL2,Natural Forest,RCP8.5 CSIRO,4.299,0,3.6597999999999997,0.5341604066195845,5
930540,SL2,Natural Forest,RCP8.5 GFDL,4.299,0,13.834999999999999,0.6628794762247509,5
930540,SL2,Natural Forest,RCP8.5 HadGEM2,4.299,0,6.5504,0.8411928197506207,5
939533,CL,Natural Forest,Current,3.21,0,1.7822,0.04496821099398995,5
939533,CL,Natural Forest,RCP2.6 MIROC5,3.21,0,1.5834,0.04388917862070331,5
939533,CL,Natural Forest,RCP8.5 CSIRO,3.21,0,4.9384,0.10908968787195249,5
939533,CL,Natural Forest,RCP8.5 GFDL,3.21,0,15.314400000000001,0.48565137701853595,5
939533,CL,Natural Forest,RCP8.5 HadGEM2,3.21,0,11.4328,0.3792966385297923,5
939533,SL1,Natural Forest,Current,3.21,0,1.7082,0.09506019145783373,5
939533,SL1,Natural Forest,RCP2.6 MIROC5,3.21,0,1.5782,0.14775296951330621,5
939533,SL1,Natural Forest,RCP8.5 CSIRO,3.21,0,3.5654,0.4158909231998217,5
939533,SL1,Natural Forest,RCP8.5 GFDL,3.21,0,15.6018,0.7158896143959627,5
939533,SL1,Natural Forest,RCP8.5 HadGEM2,3.21,0,7.469,1.0205667543086046,5
939533,SL2,Natural Forest,Current,3.21,0,1.7342,0.09247237425307085,5
939533,SL2,Natural Forest,RCP2.6 MIROC5,3.21,0,1.671,0.08522734303027403,5
939533,SL2,Natural Forest,RCP8.5 CSIRO,3.21,0,4.03,0.31745409116910117,5
939533,SL2,Natural Forest,RCP8.5 GFDL,3.21,0,14.5466,0.6687515682224605,5
939533,SL2,Natural Forest,RCP8.5 HadGEM2,3.21,0,7.5708,0.7860808737019367,5
948527,CL,Natural Forest,Current,10.351,0,1.119,0.1265266770289965,5
948527,CL,Natural Forest,RCP2.6 MIROC5,10.351,0,1.1112,0.10230757547708773,5
948527,CL,Natural Forest,RCP8.5 CSIRO,10.351,0,2.648,0.11354162232415035,5
948527,CL,Natural Forest,RCP8.5 GFDL,10.351,0,13.2094,0.4715721153757927,5
948527,CL,Natural Forest,RCP8.5 HadGEM2,10.351,0,6.8884,1.1173238384640327,5
948527,SL1,Natural Forest,Current,10.351,0,1.513,0.12670714265581084,5
948527,SL1,Natural Forest,RCP2.6 MIROC5,10.351,0,1.2046,0.07820652146720247,5
948527,SL1,Natural Forest,RCP8.5 CSIRO,10.351,0,3.364,0.3844167009899543,5
948527,SL1,Natural Forest,RCP8.5 GFDL,10.351,0,12.734,0.4466527734157709,5
948527,SL1,Natural Forest,RCP8.5 HadGEM2,10.351,0,7.2348,0.5986661340012479,5
948527,SL2,Natural Forest,Current,10.351,0,1.3374,0.15039966755282405,5
948527,SL2,Natural Forest,RCP2.6 MIROC5,10.351,0,1.3186,0.13032559226798088,5
948527,SL2,Natural Forest,RCP8.5 CSIRO,10.351,0,3.1194,0.22169767702887633,5
948527,SL2,Natural Forest,RCP8.5 GFDL,10.351,0,13.9468,0.7458421682903157,5
948527,SL2,Natural Forest,RCP8.5 HadGEM2,10.351,0,5.316,0.49802279064315913,5
950258,CL,Natural Forest,Current,9.906,0,1.0162,0.05488752135048546,5
950258,CL,Natural Forest,RCP2.6 MIROC5,9.906,0,0.959,0.03129856226729911,5
950258,CL,Natural Forest,RCP8.5 CSIRO,9.906,0,2.5374,0.2899942413221338,5
950258,CL,Natural Forest,RCP8.5 GFDL,9.906,0,14.0634,0.42079669675509584,5
950258,CL,Natural Forest,RCP8.5 HadGEM2,9.906,0,7.756,0.7114391751934946,5
950258,SL1,Natural Forest,Current,9.906,0,1.699,0.09903231795732137,5
950258,SL1,Natural Forest,RCP2.6 MIROC5,9.906,0,1.3302,0.08263195507792367,5
950258,SL1,Natural Forest,RCP8.5 CSIRO,9.906,0,3.0654,0.19835564020213797,5
