t1_saplings_agb_cut,t1_sasa_cut,mng_case,climate,min,median,mean,sd,max,n,se
<2 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,20.16559296482412,20.349,20.30551959798995,0.10196239508695613,20.420336683417087,5,0.045598969312624894
<2 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,20.88159798994975,21.015824120603014,21.020067336683418,0.09059339259152861,21.11794472361809,5,0.04051459682939676
<2 kg/m2,<3 kg/m2,SL,Current,14.914045226130654,14.952140703517587,14.974099497487437,0.05094003910134847,15.031658291457287,5,0.022781078041422494
<2 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,11.475844221105527,11.512427135678392,11.538221105527638,0.08158597540040727,11.678155778894473,5,0.036486357401187254
<2 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,11.410668341708543,11.52059296482412,11.499250251256282,0.05204131842355659,11.539261306532664,5,0.023273585126756945
<2 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,11.396949748743719,11.526326633165828,11.526711557788945,0.10508862748065086,11.658266331658291,5,0.04699706294177755
<2 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,12.532934673366833,12.573914572864322,12.595043216080402,0.0718986553314369,12.719025125628141,5,0.03215405616238411
<2 kg/m2,<5 kg/m2,CL,Current,1.589,1.988,2.0918,0.4554176105510195,2.696,5,0.20366894706852098
<2 kg/m2,<5 kg/m2,CL,RCP2.6 MIROC5,1.861,2.158,2.1154,0.15687032861570732,2.257,5,0.07015454368749041
<2 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,8.632,9.072,9.091,0.3469423583248377,9.49,5,0.15515733949768543
<2 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,16.903,17.576,18.148799999999998,1.324282522726929,20.269,5,0.5922371484464647
<2 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,15.027,17.341,16.9802,1.5693701602872412,18.788,5,0.7018436720524024
<2 kg/m2,<5 kg/m2,SL,Current,14.349,15.218,15.0796,0.6011275239081969,15.645,5,0.26883240132097164
<2 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,9.006,9.822,9.9346,0.6710169893527287,10.694,5,0.3000879204499908
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,9.765,13.482,12.897,1.91700508606524,14.905,5,0.8573107371309422
<2 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,11.296,11.629,12.090399999999999,1.3200997310809517,14.432,5,0.59036654715524
<2 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,12.334,13.291,13.1232,0.6359675306177194,13.866,5,0.28441332598877983
<3 kg/m2,<2 kg/m2,CL,Current,10.2185,10.415107142857142,10.430192857142858,0.15453976626284902,10.650607142857144,5,0.0691122845181318
<3 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,7.910392857142857,8.01995238095238,7.9881761904761905,0.0739853907102528,8.077011904761905,5,0.03308727259400134
<3 kg/m2,<2 kg/m2,CL,RCP8.5 CSIRO,18.787880952380952,18.87645238095238,18.876742857142858,0.07721672802401484,18.975488095238095,5,0.03453237057236204
<3 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,21.2395,21.322857142857142,21.343940476190475,0.09213574861838084,21.488785714285715,5,0.04120435941370637
<3 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,21.827190476190477,21.991011904761905,21.955111904761903,0.11507016634691339,22.10247619047619,5,0.051460942826781396
<3 kg/m2,<2 kg/m2,SL,Current,14.473892857142857,14.506119047619048,14.518780952380952,0.04122050721933817,14.576964285714286,5,0.018434371241892195
<3 kg/m2,<2 kg/m2,SL,RCP2.6 MIROC5,10.461940476190476,10.526190476190477,10.600795238095237,0.18317715197344375,10.90154761904762,5,0.081919312747486
<3 kg/m2,<2 kg/m2,SL,RCP8.5 CSIRO,10.83392857142857,10.94742857142857,10.985285714285714,0.16283357790385414,11.185071428571428,5,0.07282138984250511
<3 kg/m2,<2 kg/m2,SL,RCP8.5 GFDL,10.05629761904762,10.395833333333334,10.33604761904762,0.1617714787528025,10.46370238095238,5,0.07234640466238586
<3 kg/m2,<2 kg/m2,SL,RCP8.5 HadGEM2,11.564583333333333,12.035154761904762,11.935119047619049,0.24216752402805305,12.142940476190477,5,0.10830060913390806
<3 kg/m2,<3 kg/m2,CL,Current,8.34425,8.7568,8.72613,0.26075940682936033,8.97875,5,0.11661515188859452
<3 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,6.353,6.77985,6.8059899999999995,0.3164639699081084,7.21215,5,0.14152698982879564
<3 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,18.37265,18.52385,18.53485,0.10503441697843621,18.6325,5,0.046972819268168285
<3 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,20.95095,21.072,21.11564,0.2242494576359108,21.49785,5,0.10028740623827116
<3 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,21.46855,21.67815,21.67732,0.1896148583313027,21.9784,5,0.08479834255455704
<3 kg/m2,<3 kg/m2,SL,Current,14.3314,14.416549999999999,14.41418,0.05902451397512701,14.48665,5,0.026396565117454064
<3 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,10.40345,10.51235,10.6478,0.27767601849997825,11.037700000000001,5,0.1241804906174881
<3 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,10.6717,10.929,11.05976,0.4196993498327108,11.6277,5,0.18769525526768124
<3 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,10.1337,10.39595,10.38727,0.16942517743830193,10.60815,5,0.07576924277040135
<3 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,11.5344,12.02405,11.909889999999999,0.2492167064022795,12.106349999999999,5,0.11145309932882079
<4 kg/m2,<2 kg/m2,CL,Current,14.773888888888889,15.27,15.15473888888889,0.2901967188790185,15.434833333333334,5,0.12977991805217637
<4 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,11.16311111111111,11.455027777777778,11.435377777777777,0.16251737157859422,11.578166666666666,5,0.0726799780748658
<4 kg/m2,<2 kg/m2,CL,RCP8.5 CSIRO,19.472527777777778,19.609305555555554,19.60855,0.09125095847627868,19.702083333333334,5,0.04080866923299395
<4 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,21.839694444444444,22.14238888888889,22.07002222222222,0.17100883870919306,22.249194444444445,5,0.0764774776214106
<4 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,22.524166666666666,22.595166666666668,22.634727777777776,0.12109079913768231,22.82575,5,0.054153451664326106
<4 kg/m2,<2 kg/m2,SL,Current,13.784222222222223,14.039472222222223,14.028566666666666,0.22187142937485102,14.301361111111111,5,0.0992239196694421
<4 kg/m2,<2 kg/m2,SL,RCP2.6 MIROC5,9.57563888888889,10.262027777777778,10.153611111111111,0.3437916450643461,10.417166666666667,5,0.1537482976920716
<4 kg/m2,<2 kg/m2,SL,RCP8.5 CSIRO,9.875555555555556,10.12525,10.225766666666667,0.3530501281381941,10.679333333333334,5,0.15788881719640263
<4 kg/m2,<2 kg/m2,SL,RCP8.5 GFDL,9.526111111111112,9.672222222222222,9.761866666666666,0.21940509967260466,10.031083333333333,5,0.09812094349561216
<4 kg/m2,<2 kg/m2,SL,RCP8.5 HadGEM2,11.285444444444444,11.490555555555556,11.493155555555555,0.15908608416805653,11.716694444444444,5,0.0711454596948055
<4 kg/m2,<3 kg/m2,CL,Current,9.013354166666666,9.308666666666667,9.236008333333334,0.16627876643878162,9.4130625,5,0.07436212499438526
<4 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,7.174375,7.33375,7.327687500000001,0.11436643106941624,7.463479166666667,5,0.05114622284305174
<4 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,18.6308125,18.762854166666667,18.761375,0.08159285301541028,18.850895833333333,5,0.03648943316412121
<4 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,21.444583333333334,21.730729166666666,21.6960625,0.19334626561901733,21.927270833333335,5,0.08646707862397064
<4 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,22.144583333333333,22.335479166666666,22.313425,0.10987442188730484,22.436666666666667,5,0.04913733526570087
<4 kg/m2,<3 kg/m2,SL,Current,14.650479166666667,14.836354166666666,14.810375,0.10071079201591163,14.917604166666667,5,0.04503923540308429
<4 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,10.590541666666667,10.966541666666666,10.923529166666667,0.2301854983018528,11.20325,5,0.10294208432752106
<4 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,10.420541666666667,10.482479166666666,10.732858333333333,0.40962956445809035,11.305520833333333,5,0.18319191034438437
<4 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,10.084645833333333,10.542333333333334,10.515904166666667,0.2983716999887331,10.881291666666666,5,0.13343588074739607
<4 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,12.062104166666666,12.382270833333333,12.342220833333334,0.23932064883764145,12.593291666666667,5,0.10702744784406445
