#prcp
,eco001,eco002,eco003,eco001,eco002,eco003,eco001,eco002,eco003
TIMESTEP,MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),VARIANCE(mm/month^2),VARIANCE(mm/month^2),VARIANCE(mm/month^2),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month)
2014-01-01,82.932813171875,94.3739684338843,104.631327433735,97.0963680193701,25.937453515113,32.6801294104776,9.85374893222727,5.09288263315708,5.71665368992015
2014-02-01,90.2546879921875,109.616117400826,126.173094060241,141.846929436325,90.0693541000939,137.313442241721,11.9099508578468,9.49048755860803,11.7180818499327
2014-03-01,105.73671875,122.961570603306,145.570684361446,176.285863526629,91.467377451996,166.848692942626,13.2772686772028,9.56385787493708,12.9169924108759
2014-04-01,99.34140740625,121.80000181405,145.735745389558,189.262265387566,226.527657658118,118.790782897273,13.7572622780685,15.0508357793884,10.8991184458778
2014-05-01,69.9921888515625,80.9438031487603,92.1156640160643,68.3792986646097,63.459082520215,39.9966419226591,8.26917762928151,7.96612092051175,6.32428983544074
2014-06-01,88.61484578125,102.060746417355,114.332130413655,91.1131097524385,83.984756523747,323.689549013327,9.5453187349841,9.16431975237371,17.9913742947371
2014-07-01,74.25859575,86.8095025702479,101.536146024096,45.6212027770039,163.213408991267,535.650036776555,6.75434695414767,12.7755003421106,23.1441145170118
2014-08-01,38.5781256640625,47.8285126363636,56.487952746988,13.0351044324361,45.8425496861316,28.8113918333198,3.61041610239542,6.77071264241303,5.36762441246776
2014-09-01,211.10625359375,248.63802,285.691567550201,427.247153750195,561.904909502524,240.081563163857,20.6699577587908,23.7045335221456,15.4945656010053
2014-10-01,157.145313515625,189.197524008264,222.502415100402,344.024693462459,825.123871188552,467.431688805248,18.5479026701797,28.7249694723694,21.6201685656067
2014-11-01,142.389844179687,163.625620909091,193.713658273092,245.765208078778,270.984884397225,268.55412366725,15.6769004614681,16.4616185230136,16.3876210496597
2014-12-01,111.36093828125,126.285952867769,147.98956111245,96.2993879017342,104.796890573941,320.552703813761,9.81322515291146,10.2370352433671,17.9039856963124
2015-01-01,121.105468320312,137.457436384298,156.70843439759,208.668461874733,71.583666452209,194.833185336412,14.445361258021,8.46071311723834,13.9582658427332
2015-02-01,120.589844601563,152.629341115702,182.567873333333,317.986895679509,196.658103493652,389.259335618863,17.8321870694402,14.0234839998358,19.7296562468499
2015-03-01,91.284373828125,106.785535876033,124.452614630522,121.042691737949,54.571977476304,61.5526553915048,11.0019403624065,7.38728485143926,7.84555003753751
2015-04-01,121.501562640625,148.36405068595,176.254620522088,262.707050729542,312.433123225521,159.712389738168,16.2082402107552,17.6757778676221,12.6377367332196
2015-05-01,25.55859353125,30.2677691033058,35.5080316787149,10.9885904878467,17.5396988712487,10.644769518322,3.31490429542796,4.18804236741329,3.26263229897608
2015-06-01,94.4179691484375,107.387191099174,119.299198429719,96.5189752097998,83.7188106662528,308.416952742043,9.82440711747023,9.14979839484197,17.561803800921
2015-07-01,83.7515628203125,98.2871904752066,116.203211004016,95.7729044887875,317.621501953147,693.303176560056,9.78636319011243,17.8219387821064,26.3306508951081
2015-08-01,165.392970234375,187.571489876033,208.466267831325,54.0568332170307,233.43212500354,213.334774101165,7.35233522202509,15.2784856907856,14.6059841880362
2015-09-01,139.042186601562,163.521076570248,190.046991927711,75.6130535134972,211.924306930926,194.756868257923,8.69557666365476,14.5576202358396,13.9555318156609
2015-10-01,128.07890775,155.500415367769,183.87550497992,212.712641414042,466.177973423559,248.884729961901,14.5846714537573,21.5911549812315,15.7760809443252
2015-11-01,217.4273446875,245.396696859504,278.990765060241,1177.22839334121,1846.61756891146,926.452750904503,34.3107620629623,42.9722883834625,30.437686359257
2015-12-01,124.9257840625,139.137604376033,161.377512417671,107.859103306501,121.502855011099,364.057547276981,10.3855237377082,11.0228333476969,19.0802921171816
2016-01-01,99.437502609375,114.316942892562,129.682734433735,155.555001881548,47.8945951647498,98.2690071418595,12.4721690928863,6.92059211084932,9.9130725379097
2016-02-01,84.939061890625,105.227271086777,121.602411421687,135.116552921249,84.3143750085761,140.081313952787,11.623964595664,9.18228593589723,11.8355952090626
2016-03-01,90.14609578125,103.619834066116,120.221284305221,111.177950454415,44.2098985426802,67.4487758492771,10.5440955256682,6.64905245449908,8.21272036838447
2016-04-01,81.05390746875,98.6603328016529,115.124500076305,125.253543891793,112.608541658268,54.8145922557495,11.1916729710885,10.6117171870658,7.40368774704535
2016-05-01,212.09609578125,251.078104586777,297.640569598394,649.174044511322,1000.65215032825,701.045921149205,25.4788940990641,31.6330863231562,26.4772717844797
2016-06-01,89.55390953125,102.392976991736,114.367874807229,110.106459401567,96.242214953227,248.798847670313,10.4931625071552,9.81031166442876,15.773358794826
2016-07-01,58.289063171875,67.6772739173554,78.5132518232932,21.6337340345082,76.9708885921088,275.326634501282,4.65120780384065,8.77330545416656,16.5929694298905
2016-08-01,149.004688398438,170.774381859504,192.674699598394,48.6609394522827,237.824891668361,207.813469462002,6.97573934807506,15.4215722826293,14.415736868506
